user,question__text,question__step,response,user_group,factor
1,I feel in control of modifying the recommendations.,3,3.0,SSP,control
1,I feel in control of modifying the recommendations.,2,4.0,SSP,control
1,I can notice the recommendations going in the direction of the target.,2,3.0,SSP,direction
1,The recommended songs seem to be in between my preferences and the target.,2,5.0,SSP,direction
1,I feel like the recommended songs take my preferences into account.,2,6.0,SSP,personalization
1,I find the songs from the playlist appealing.,2,5.0,SSP,personalization
1,I would listen to the playlist again.,2,5.0,SSP,personalization
1,I understand how the recommended songs relate to my musical taste.,2,6.0,SSP,understandability
1,It is easy to grasp why I received these recommended songs.,2,6.0,SSP,understandability
1,The recommendation process is clear to me.,2,5.0,SSP,understandability
1,I enjoy the music from [target taste].,2,2.0,SSP,affinity
1,My enjoyment of music from [target taste] has increased since the start of the experiment.,2,3.0,SSP,affinity
1,My enjoyment of music from [target taste] has increased since the previous step.,2,3.0,SSP,affinity
1,I enjoy the music from [target taste].,1,3.0,SSP,affinity
1,The recommendation process is clear to me.,1,6.0,SSP,understandability
1,It is easy to grasp why I received these recommended songs.,1,6.0,SSP,understandability
1,I understand how the recommended songs relate to my musical taste.,1,7.0,SSP,understandability
1,I would listen to the playlist again.,1,6.0,SSP,personalization
1,I find the songs from the playlist appealing.,1,7.0,SSP,personalization
1,I feel like the recommended songs take my preferences into account.,1,7.0,SSP,personalization
1,The recommended songs seem to be in between my preferences and the target.,1,6.0,SSP,direction
1,I can notice the recommendations going in the direction of the target.,1,5.0,SSP,direction
1,I feel in control of modifying the recommendations.,1,4.0,SSP,control
2,This approach supports me in getting to know the new genre.,7,6.0,SSA,helpfulness
2,This approach motivates me to more delve into the new genre.,7,7.0,SSA,helpfulness
2,This approach is useful in exploring a new genre.,7,6.0,SSA,helpfulness
2,I found it easy to modify the recommendations in the recommender.,6,4.0,SSA,control
2,The recommender allows only limited control to modify the recommendations.,6,2.0,SSA,control
2,I feel in control of modifying the recommendations.,6,5.0,SSA,control
2,I can notice the recommendations going in the direction of the target.,6,6.0,SSA,direction
2,The recommended songs seem to be in between my preferences and the target.,6,5.0,SSA,direction
2,I feel like the recommended songs take my preferences into account.,6,3.0,SSA,personalization
2,I find the songs from the playlist appealing.,6,6.0,SSA,personalization
2,I would listen to the playlist again.,6,5.0,SSA,personalization
2,I understand how the recommended songs relate to my musical taste.,6,6.0,SSA,understandability
2,It is easy to grasp why I received these recommended songs.,6,6.0,SSA,understandability
2,The recommendation process is clear to me.,6,6.0,SSA,understandability
2,I enjoy the music from [target taste].,6,6.0,SSA,affinity
2,My enjoyment of music from [target taste] has increased since the start of the experiment.,6,6.0,SSA,affinity
2,My enjoyment of music from [target taste] has increased since the previous step.,6,6.0,SSA,affinity
2,My enjoyment of music from [target taste] has increased since the previous step.,5,6.0,SSA,affinity
2,My enjoyment of music from [target taste] has increased since the start of the experiment.,5,5.0,SSA,affinity
2,I enjoy the music from [target taste].,5,5.0,SSA,affinity
2,The recommendation process is clear to me.,5,6.0,SSA,understandability
2,It is easy to grasp why I received these recommended songs.,5,6.0,SSA,understandability
2,I understand how the recommended songs relate to my musical taste.,5,5.0,SSA,understandability
2,I would listen to the playlist again.,5,5.0,SSA,personalization
2,I find the songs from the playlist appealing.,5,6.0,SSA,personalization
2,I feel like the recommended songs take my preferences into account.,5,5.0,SSA,personalization
2,The recommended songs seem to be in between my preferences and the target.,5,6.0,SSA,direction
2,I can notice the recommendations going in the direction of the target.,5,6.0,SSA,direction
2,I feel in control of modifying the recommendations.,5,5.0,SSA,control
2,I feel in control of modifying the recommendations.,4,5.0,SSA,control
2,I can notice the recommendations going in the direction of the target.,4,6.0,SSA,direction
2,The recommended songs seem to be in between my preferences and the target.,4,5.0,SSA,direction
2,I feel like the recommended songs take my preferences into account.,4,3.0,SSA,personalization
2,I find the songs from the playlist appealing.,4,4.0,SSA,personalization
2,I would listen to the playlist again.,4,4.0,SSA,personalization
2,I understand how the recommended songs relate to my musical taste.,4,5.0,SSA,understandability
2,It is easy to grasp why I received these recommended songs.,4,5.0,SSA,understandability
2,The recommendation process is clear to me.,4,5.0,SSA,understandability
2,I enjoy the music from [target taste].,4,4.0,SSA,affinity
2,My enjoyment of music from [target taste] has increased since the start of the experiment.,4,4.0,SSA,affinity
2,My enjoyment of music from [target taste] has increased since the previous step.,4,5.0,SSA,affinity
2,My enjoyment of music from [target taste] has increased since the previous step.,3,4.0,SSA,affinity
2,My enjoyment of music from [target taste] has increased since the start of the experiment.,3,4.0,SSA,affinity
2,I enjoy the music from [target taste].,3,3.0,SSA,affinity
2,The recommendation process is clear to me.,3,5.0,SSA,understandability
2,It is easy to grasp why I received these recommended songs.,3,5.0,SSA,understandability
2,I understand how the recommended songs relate to my musical taste.,3,5.0,SSA,understandability
2,I would listen to the playlist again.,3,5.0,SSA,personalization
2,I find the songs from the playlist appealing.,3,5.0,SSA,personalization
2,I feel like the recommended songs take my preferences into account.,3,5.0,SSA,personalization
2,The recommended songs seem to be in between my preferences and the target.,3,5.0,SSA,direction
2,I can notice the recommendations going in the direction of the target.,3,5.0,SSA,direction
2,I feel in control of modifying the recommendations.,3,5.0,SSA,control
2,I feel in control of modifying the recommendations.,2,5.0,SSA,control
2,I can notice the recommendations going in the direction of the target.,2,4.0,SSA,direction
2,The recommended songs seem to be in between my preferences and the target.,2,5.0,SSA,direction
2,I feel like the recommended songs take my preferences into account.,2,5.0,SSA,personalization
2,I find the songs from the playlist appealing.,2,5.0,SSA,personalization
2,I would listen to the playlist again.,2,5.0,SSA,personalization
2,I understand how the recommended songs relate to my musical taste.,2,5.0,SSA,understandability
2,It is easy to grasp why I received these recommended songs.,2,5.0,SSA,understandability
2,The recommendation process is clear to me.,2,5.0,SSA,understandability
2,I enjoy the music from [target taste].,2,4.0,SSA,affinity
2,My enjoyment of music from [target taste] has increased since the start of the experiment.,2,2.0,SSA,affinity
2,My enjoyment of music from [target taste] has increased since the previous step.,2,2.0,SSA,affinity
2,I enjoy the music from [target taste].,1,3.0,SSA,affinity
2,The recommendation process is clear to me.,1,4.0,SSA,understandability
2,It is easy to grasp why I received these recommended songs.,1,5.0,SSA,understandability
2,I understand how the recommended songs relate to my musical taste.,1,4.0,SSA,understandability
2,I would listen to the playlist again.,1,4.0,SSA,personalization
2,I find the songs from the playlist appealing.,1,4.0,SSA,personalization
2,I feel like the recommended songs take my preferences into account.,1,5.0,SSA,personalization
2,The recommended songs seem to be in between my preferences and the target.,1,4.0,SSA,direction
2,I can notice the recommendations going in the direction of the target.,1,4.0,SSA,direction
2,I feel in control of modifying the recommendations.,1,4.0,SSA,control
3,This approach supports me in getting to know the new genre.,7,6.0,SSA,helpfulness
3,This approach motivates me to more delve into the new genre.,7,6.0,SSA,helpfulness
3,This approach is useful in exploring a new genre.,7,6.0,SSA,helpfulness
3,I found it easy to modify the recommendations in the recommender.,6,4.0,SSA,control
3,The recommender allows only limited control to modify the recommendations.,6,2.0,SSA,control
3,I feel in control of modifying the recommendations.,6,6.0,SSA,control
3,I can notice the recommendations going in the direction of the target.,6,5.0,SSA,direction
3,The recommended songs seem to be in between my preferences and the target.,6,5.0,SSA,direction
3,I feel like the recommended songs take my preferences into account.,6,4.0,SSA,personalization
3,I find the songs from the playlist appealing.,6,5.0,SSA,personalization
3,I would listen to the playlist again.,6,5.0,SSA,personalization
3,I understand how the recommended songs relate to my musical taste.,6,6.0,SSA,understandability
3,It is easy to grasp why I received these recommended songs.,6,6.0,SSA,understandability
3,The recommendation process is clear to me.,6,6.0,SSA,understandability
3,I enjoy the music from [target taste].,6,6.0,SSA,affinity
3,My enjoyment of music from [target taste] has increased since the start of the experiment.,6,6.0,SSA,affinity
3,My enjoyment of music from [target taste] has increased since the previous step.,6,5.0,SSA,affinity
3,My enjoyment of music from [target taste] has increased since the previous step.,5,5.0,SSA,affinity
3,My enjoyment of music from [target taste] has increased since the start of the experiment.,5,5.0,SSA,affinity
3,I enjoy the music from [target taste].,5,5.0,SSA,affinity
3,The recommendation process is clear to me.,5,5.0,SSA,understandability
3,It is easy to grasp why I received these recommended songs.,5,5.0,SSA,understandability
3,I understand how the recommended songs relate to my musical taste.,5,5.0,SSA,understandability
3,I would listen to the playlist again.,5,5.0,SSA,personalization
3,I find the songs from the playlist appealing.,5,5.0,SSA,personalization
3,I feel like the recommended songs take my preferences into account.,5,5.0,SSA,personalization
3,The recommended songs seem to be in between my preferences and the target.,5,6.0,SSA,direction
3,I can notice the recommendations going in the direction of the target.,5,5.0,SSA,direction
3,I feel in control of modifying the recommendations.,5,5.0,SSA,control
3,I feel in control of modifying the recommendations.,4,5.0,SSA,control
3,I can notice the recommendations going in the direction of the target.,4,5.0,SSA,direction
3,The recommended songs seem to be in between my preferences and the target.,4,4.0,SSA,direction
3,I feel like the recommended songs take my preferences into account.,4,3.0,SSA,personalization
3,I find the songs from the playlist appealing.,4,5.0,SSA,personalization
3,I would listen to the playlist again.,4,4.0,SSA,personalization
3,I understand how the recommended songs relate to my musical taste.,4,5.0,SSA,understandability
3,It is easy to grasp why I received these recommended songs.,4,5.0,SSA,understandability
3,The recommendation process is clear to me.,4,4.0,SSA,understandability
3,I enjoy the music from [target taste].,4,4.0,SSA,affinity
3,My enjoyment of music from [target taste] has increased since the start of the experiment.,4,4.0,SSA,affinity
3,My enjoyment of music from [target taste] has increased since the previous step.,4,5.0,SSA,affinity
3,My enjoyment of music from [target taste] has increased since the previous step.,3,4.0,SSA,affinity
3,My enjoyment of music from [target taste] has increased since the start of the experiment.,3,4.0,SSA,affinity
3,I enjoy the music from [target taste].,3,4.0,SSA,affinity
3,The recommendation process is clear to me.,3,5.0,SSA,understandability
3,It is easy to grasp why I received these recommended songs.,3,5.0,SSA,understandability
3,I understand how the recommended songs relate to my musical taste.,3,5.0,SSA,understandability
3,I would listen to the playlist again.,3,5.0,SSA,personalization
3,I find the songs from the playlist appealing.,3,5.0,SSA,personalization
3,I feel like the recommended songs take my preferences into account.,3,5.0,SSA,personalization
3,The recommended songs seem to be in between my preferences and the target.,3,5.0,SSA,direction
3,I can notice the recommendations going in the direction of the target.,3,5.0,SSA,direction
3,I feel in control of modifying the recommendations.,3,4.0,SSA,control
3,I feel in control of modifying the recommendations.,2,4.0,SSA,control
3,I can notice the recommendations going in the direction of the target.,2,4.0,SSA,direction
3,The recommended songs seem to be in between my preferences and the target.,2,4.0,SSA,direction
3,I feel like the recommended songs take my preferences into account.,2,5.0,SSA,personalization
3,I find the songs from the playlist appealing.,2,4.0,SSA,personalization
3,I would listen to the playlist again.,2,4.0,SSA,personalization
3,I understand how the recommended songs relate to my musical taste.,2,5.0,SSA,understandability
3,It is easy to grasp why I received these recommended songs.,2,5.0,SSA,understandability
3,The recommendation process is clear to me.,2,4.0,SSA,understandability
3,I enjoy the music from [target taste].,2,3.0,SSA,affinity
3,My enjoyment of music from [target taste] has increased since the start of the experiment.,2,3.0,SSA,affinity
3,My enjoyment of music from [target taste] has increased since the previous step.,2,3.0,SSA,affinity
4,This approach supports me in getting to know the new genre.,7,4.0,BS,helpfulness
4,This approach motivates me to more delve into the new genre.,7,2.0,BS,helpfulness
4,This approach is useful in exploring a new genre.,7,4.0,BS,helpfulness
4,I found it easy to modify the recommendations in the recommender.,6,2.0,BS,control
4,The recommender allows only limited control to modify the recommendations.,6,7.0,BS,control
4,I feel in control of modifying the recommendations.,6,1.0,BS,control
4,I can notice the recommendations going in the direction of the target.,6,2.0,BS,direction
4,The recommended songs seem to be in between my preferences and the target.,6,2.0,BS,direction
4,I feel like the recommended songs take my preferences into account.,6,1.0,BS,personalization
4,I find the songs from the playlist appealing.,6,2.0,BS,personalization
4,I would listen to the playlist again.,6,2.0,BS,personalization
4,I understand how the recommended songs relate to my musical taste.,6,1.0,BS,understandability
4,It is easy to grasp why I received these recommended songs.,6,2.0,BS,understandability
4,The recommendation process is clear to me.,6,1.0,BS,understandability
4,I enjoy the music from [target taste].,6,2.0,BS,affinity
4,My enjoyment of music from [target taste] has increased since the start of the experiment.,6,2.0,BS,affinity
4,My enjoyment of music from [target taste] has increased since the previous step.,6,1.0,BS,affinity
4,My enjoyment of music from [target taste] has increased since the previous step.,5,1.0,BS,affinity
4,My enjoyment of music from [target taste] has increased since the start of the experiment.,5,2.0,BS,affinity
4,I enjoy the music from [target taste].,5,3.0,BS,affinity
4,The recommendation process is clear to me.,5,2.0,BS,understandability
4,It is easy to grasp why I received these recommended songs.,5,3.0,BS,understandability
4,I understand how the recommended songs relate to my musical taste.,5,2.0,BS,understandability
4,I would listen to the playlist again.,5,2.0,BS,personalization
4,I find the songs from the playlist appealing.,5,2.0,BS,personalization
4,I feel like the recommended songs take my preferences into account.,5,1.0,BS,personalization
4,The recommended songs seem to be in between my preferences and the target.,5,2.0,BS,direction
4,I can notice the recommendations going in the direction of the target.,5,2.0,BS,direction
4,I feel in control of modifying the recommendations.,5,1.0,BS,control
4,I feel in control of modifying the recommendations.,4,1.0,BS,control
4,I can notice the recommendations going in the direction of the target.,4,2.0,BS,direction
4,The recommended songs seem to be in between my preferences and the target.,4,2.0,BS,direction
4,I feel like the recommended songs take my preferences into account.,4,2.0,BS,personalization
4,I find the songs from the playlist appealing.,4,2.0,BS,personalization
4,I would listen to the playlist again.,4,2.0,BS,personalization
4,I understand how the recommended songs relate to my musical taste.,4,2.0,BS,understandability
4,It is easy to grasp why I received these recommended songs.,4,2.0,BS,understandability
4,The recommendation process is clear to me.,4,2.0,BS,understandability
4,I enjoy the music from [target taste].,4,3.0,BS,affinity
4,My enjoyment of music from [target taste] has increased since the start of the experiment.,4,2.0,BS,affinity
4,My enjoyment of music from [target taste] has increased since the previous step.,4,2.0,BS,affinity
4,My enjoyment of music from [target taste] has increased since the previous step.,3,2.0,BS,affinity
4,My enjoyment of music from [target taste] has increased since the start of the experiment.,3,3.0,BS,affinity
4,I enjoy the music from [target taste].,3,3.0,BS,affinity
4,The recommendation process is clear to me.,3,2.0,BS,understandability
4,It is easy to grasp why I received these recommended songs.,3,2.0,BS,understandability
4,I understand how the recommended songs relate to my musical taste.,3,2.0,BS,understandability
4,I would listen to the playlist again.,3,2.0,BS,personalization
4,I find the songs from the playlist appealing.,3,2.0,BS,personalization
4,I feel like the recommended songs take my preferences into account.,3,2.0,BS,personalization
4,The recommended songs seem to be in between my preferences and the target.,3,3.0,BS,direction
4,I can notice the recommendations going in the direction of the target.,3,3.0,BS,direction
4,I feel in control of modifying the recommendations.,3,2.0,BS,control
4,I feel in control of modifying the recommendations.,2,2.0,BS,control
4,I can notice the recommendations going in the direction of the target.,2,3.0,BS,direction
4,The recommended songs seem to be in between my preferences and the target.,2,3.0,BS,direction
4,I feel like the recommended songs take my preferences into account.,2,3.0,BS,personalization
4,I find the songs from the playlist appealing.,2,3.0,BS,personalization
4,I would listen to the playlist again.,2,3.0,BS,personalization
4,I understand how the recommended songs relate to my musical taste.,2,3.0,BS,understandability
4,It is easy to grasp why I received these recommended songs.,2,3.0,BS,understandability
4,The recommendation process is clear to me.,2,3.0,BS,understandability
4,I enjoy the music from [target taste].,2,3.0,BS,affinity
4,My enjoyment of music from [target taste] has increased since the start of the experiment.,2,4.0,BS,affinity
4,My enjoyment of music from [target taste] has increased since the previous step.,2,5.0,BS,affinity
4,I enjoy the music from [target taste].,1,4.0,BS,affinity
4,The recommendation process is clear to me.,1,3.0,BS,understandability
4,It is easy to grasp why I received these recommended songs.,1,3.0,BS,understandability
4,I understand how the recommended songs relate to my musical taste.,1,3.0,BS,understandability
4,I would listen to the playlist again.,1,4.0,BS,personalization
4,I find the songs from the playlist appealing.,1,4.0,BS,personalization
4,I feel like the recommended songs take my preferences into account.,1,2.0,BS,personalization
4,The recommended songs seem to be in between my preferences and the target.,1,3.0,BS,direction
4,I can notice the recommendations going in the direction of the target.,1,4.0,BS,direction
4,I feel in control of modifying the recommendations.,1,2.0,BS,control
5,This approach supports me in getting to know the new genre.,7,2.0,BS,helpfulness
5,This approach motivates me to more delve into the new genre.,7,3.0,BS,helpfulness
5,This approach is useful in exploring a new genre.,7,3.0,BS,helpfulness
5,I found it easy to modify the recommendations in the recommender.,6,1.0,BS,control
5,The recommender allows only limited control to modify the recommendations.,6,2.0,BS,control
5,I feel in control of modifying the recommendations.,6,1.0,BS,control
5,I can notice the recommendations going in the direction of the target.,6,1.0,BS,direction
5,The recommended songs seem to be in between my preferences and the target.,6,1.0,BS,direction
5,I feel like the recommended songs take my preferences into account.,6,1.0,BS,personalization
5,I find the songs from the playlist appealing.,6,1.0,BS,personalization
5,I would listen to the playlist again.,6,1.0,BS,personalization
5,I understand how the recommended songs relate to my musical taste.,6,1.0,BS,understandability
5,It is easy to grasp why I received these recommended songs.,6,2.0,BS,understandability
5,The recommendation process is clear to me.,6,2.0,BS,understandability
5,I enjoy the music from [target taste].,6,2.0,BS,affinity
5,My enjoyment of music from [target taste] has increased since the start of the experiment.,6,2.0,BS,affinity
5,My enjoyment of music from [target taste] has increased since the previous step.,6,1.0,BS,affinity
5,My enjoyment of music from [target taste] has increased since the previous step.,5,2.0,BS,affinity
5,My enjoyment of music from [target taste] has increased since the start of the experiment.,5,2.0,BS,affinity
5,I enjoy the music from [target taste].,5,2.0,BS,affinity
5,The recommendation process is clear to me.,5,3.0,BS,understandability
5,It is easy to grasp why I received these recommended songs.,5,3.0,BS,understandability
5,I understand how the recommended songs relate to my musical taste.,5,2.0,BS,understandability
5,I would listen to the playlist again.,5,2.0,BS,personalization
5,I find the songs from the playlist appealing.,5,3.0,BS,personalization
5,I feel like the recommended songs take my preferences into account.,5,2.0,BS,personalization
5,The recommended songs seem to be in between my preferences and the target.,5,3.0,BS,direction
5,I can notice the recommendations going in the direction of the target.,5,2.0,BS,direction
5,I feel in control of modifying the recommendations.,5,2.0,BS,control
5,I feel in control of modifying the recommendations.,4,2.0,BS,control
5,I can notice the recommendations going in the direction of the target.,4,2.0,BS,direction
5,The recommended songs seem to be in between my preferences and the target.,4,1.0,BS,direction
5,I feel like the recommended songs take my preferences into account.,4,1.0,BS,personalization
5,I find the songs from the playlist appealing.,4,2.0,BS,personalization
5,I would listen to the playlist again.,4,2.0,BS,personalization
5,I understand how the recommended songs relate to my musical taste.,4,2.0,BS,understandability
5,It is easy to grasp why I received these recommended songs.,4,2.0,BS,understandability
5,The recommendation process is clear to me.,4,2.0,BS,understandability
5,I enjoy the music from [target taste].,4,2.0,BS,affinity
5,My enjoyment of music from [target taste] has increased since the start of the experiment.,4,2.0,BS,affinity
5,My enjoyment of music from [target taste] has increased since the previous step.,4,1.0,BS,affinity
5,My enjoyment of music from [target taste] has increased since the previous step.,3,2.0,BS,affinity
5,My enjoyment of music from [target taste] has increased since the start of the experiment.,3,4.0,BS,affinity
5,I enjoy the music from [target taste].,3,2.0,BS,affinity
5,The recommendation process is clear to me.,3,3.0,BS,understandability
5,It is easy to grasp why I received these recommended songs.,3,3.0,BS,understandability
5,I understand how the recommended songs relate to my musical taste.,3,2.0,BS,understandability
5,I would listen to the playlist again.,3,2.0,BS,personalization
5,I find the songs from the playlist appealing.,3,2.0,BS,personalization
5,I feel like the recommended songs take my preferences into account.,3,2.0,BS,personalization
5,The recommended songs seem to be in between my preferences and the target.,3,2.0,BS,direction
5,I can notice the recommendations going in the direction of the target.,3,3.0,BS,direction
5,I feel in control of modifying the recommendations.,3,2.0,BS,control
